Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Skin_Type,Gender_Target,Country_of_Origin
Magic Face Mask,Becca,Lipstick,Monthly,80.51,4.1,6902,Normal,Male,Germany
Magic CC Cream,Kylie Cosmetics,Moisturizer,Daily,90.58,4.6,4690,Oily,Female,South Korea
Ultra Serum,Hourglass,Concealer,Daily,113.81,4.1,181,Oily,Unisex,Germany
Divine Face Mask,Anastasia Beverly Hills,Cleanser,Daily,36.36,1.8,1471,Sensitive,Female,South Korea
Super Blush,Kiehl’s,Highlighter,Daily,49.32,1.8,9000,Sensitive,Unisex,Australia
Magic Makeup Remover,E.l.f.,Serum,Occasional,129.46,3.4,3460,Sensitive,Male,Australia
Divine Eyeliner,Bobby Brown,Serum,Weekly,48.91,3.9,7679,Normal,Male,Germany
Divine Powder,Becca,Powder,Monthly,12.74,4.5,3674,Sensitive,Female,Italy
Super Makeup Remover,Bite Beauty,Setting Spray,Daily,28.42,4.7,2195,Combination,Male,Japan
Ultra CC Cream,Fenty Beauty,CC Cream,Daily,147.25,1.1,7349,Oily,Male,France
Super Bronzer,Juvia’s Place,Cleanser,Weekly,44.56,1.8,2590,Normal,Unisex,UK
Perfect Powder,Anastasia Beverly Hills,Lipstick,Weekly,112.24,2.4,3224,Oily,Female,Germany
Divine Highlighter,Tatcha,Lip Liner,Occasional,60.41,1.2,4366,Oily,Male,France
Super Cleanser,Glossier,Makeup Remover,Weekly,98.98,1.7,5006,Combination,Unisex,Germany
Super BB Cream,Charlotte Tilbury,Foundation,Weekly,129.57,2.2,6559,Combination,Female,Australia
Ultra Bronzer,Bobby Brown,Lipstick,Monthly,43.56,4.2,9244,Sensitive,Male,Australia
Divine Eye Shadow,Charlotte Tilbury,Face Oil,Occasional,88.84,2.3,6043,Normal,Unisex,UK
Super Eyeliner,Hourglass,Highlighter,Occasional,128.72,1.4,8604,Oily,Unisex,Italy
Divine Serum,Fenty Beauty,Contour,Daily,148.71,4.8,1709,Dry,Unisex,UK
Magic Contour,KVD Beauty,Cleanser,Monthly,130.54,2.3,8125,Oily,Female,Germany
Ultra Lip Liner,Glossier,Lip Liner,Monthly,107.36,4.5,9092,Dry,Male,Australia
Divine Highlighter,Shiseido,Concealer,Daily,30.59,4.6,2026,Oily,Male,Germany
Magic Makeup Remover,Patrick Ta,Face Oil,Occasional,98.87,4.9,2655,Oily,Male,Japan
Super Powder,Bite Beauty,Foundation,Monthly,30.64,3.1,684,Sensitive,Female,USA
Ultra Powder,E.l.f.,Foundation,Monthly,137.54,2.8,2093,Normal,Female,Germany
Divine CC Cream,Drunk Elephant,Powder,Occasional,37.23,4.5,4106,Sensitive,Unisex,Japan
Super Lip Liner,Fenty Beauty,Lip Liner,Weekly,127.41,4,235,Normal,Unisex,Japan
Magic Face Mask,Pat McGrath Labs,Lip Gloss,Daily,19.83,2.7,8129,Sensitive,Female,Italy
Magic Lipstick,Pat McGrath Labs,CC Cream,Weekly,70.76,5,9477,Dry,Female,South Korea
Ultra CC Cream,Urban Decay,Concealer,Occasional,148.43,3.7,2067,Normal,Unisex,Japan
Ultra Lipstick,RMS Beauty,Powder,Daily,57.59,1.9,1073,Sensitive,Male,Japan
Perfect Cleanser,Tarte,Mascara,Occasional,37.58,3.7,5088,Sensitive,Female,Italy
Magic Mascara,Pat McGrath Labs,Blush,Monthly,133.87,4.7,1303,Normal,Male,Germany
Magic Exfoliator,IT Cosmetics,CC Cream,Monthly,24.12,4.7,9312,Combination,Unisex,Germany
Super Blush,Yves Saint Laurent,CC Cream,Occasional,59.21,2.1,7796,Combination,Unisex,France
Magic Moisturizer,ColourPop,Eye Shadow,Monthly,99.99,1.5,3102,Oily,Unisex,France
Ultra Lipstick,Fenty Beauty,Lip Gloss,Occasional,118.7,3.5,8541,Normal,Unisex,Germany
Magic Bronzer,Kylie Cosmetics,Exfoliator,Weekly,116.63,4.5,3539,Dry,Male,South Korea
Magic Cleanser,E.l.f.,Bronzer,Daily,40.37,2.1,3236,Sensitive,Male,USA
Magic Powder,KVD Beauty,Moisturizer,Daily,112.82,4.9,5652,Normal,Male,USA
Super Concealer,Bite Beauty,Lipstick,Weekly,133.31,1.2,7883,Oily,Male,Australia
Super Cleanser,Huda Beauty,Serum,Daily,84.25,2,4860,Oily,Unisex,Germany
Super Foundation,Clinique,Eye Shadow,Daily,29.53,2.9,9230,Sensitive,Male,Australia
Magic Blush,Clinique,Moisturizer,Daily,109.18,3.9,5176,Combination,Unisex,USA
Ultra Setting Spray,Danessa Myricks,Highlighter,Weekly,24.32,4,6443,Combination,Female,Germany
Ultra Bronzer,Perricone MD,Moisturizer,Weekly,96.05,3.6,1071,Oily,Female,UK
Ultra BB Cream,Farsali,Contour,Monthly,63.63,4.1,8203,Normal,Female,South Korea
Perfect Blush,NARS,Eyeliner,Weekly,18.11,1.2,5495,Oily,Male,South Korea
Perfect Lipstick,Fenty Beauty,Eyeliner,Occasional,123.44,3.5,9559,Dry,Female,USA
Magic Face Oil,Rare Beauty,Moisturizer,Weekly,90.56,2,5080,Sensitive,Male,UK
Super BB Cream,Farsali,Foundation,Daily,113.9,1,4460,Combination,Female,Italy
Super Eyeliner,Clinique,Eyeliner,Monthly,144.7,3.7,7851,Sensitive,Female,Australia
Ultra Bronzer,Shiseido,Face Oil,Monthly,35.6,2.6,3560,Combination,Unisex,Germany
Ultra Bronzer,Juvia’s Place,Makeup Remover,Occasional,133.4,2.6,6591,Oily,Male,Australia
Divine Lip Gloss,Tarte,Blush,Daily,82.78,1.3,4236,Sensitive,Male,Italy
Magic Lip Gloss,Bourjois,Lip Gloss,Daily,32.47,3.4,3545,Sensitive,Unisex,South Korea
Divine Makeup Remover,Too Faced,Face Mask,Monthly,23.4,4.8,6434,Dry,Female,South Korea
Ultra Setting Spray,Drunk Elephant,Face Mask,Monthly,25.27,2.6,4813,Normal,Unisex,USA
Ultra Serum,Juvia’s Place,Exfoliator,Weekly,134.85,2.8,6463,Oily,Female,UK
Divine Lip Liner,Fenty Beauty,Exfoliator,Occasional,33.34,1.8,9893,Oily,Male,Australia
Divine Exfoliator,Bobby Brown,Eyeliner,Monthly,145.38,3.1,5162,Oily,Male,France
Divine Face Oil,Shiseido,Serum,Daily,23.04,1.2,6588,Oily,Female,USA
Super Moisturizer,Danessa Myricks,Serum,Monthly,43.68,4.5,55,Combination,Male,Germany
Divine Face Mask,Anastasia Beverly Hills,Lip Liner,Weekly,12.29,2.6,6657,Oily,Male,UK
Magic Face Oil,NARS,Face Oil,Weekly,25.58,2.2,9352,Oily,Unisex,Australia
Super Makeup Remover,Juvia’s Place,Powder,Weekly,89.16,3.5,1265,Dry,Female,Japan
Perfect Bronzer,Kiehl’s,Lipstick,Daily,106.11,3.5,6960,Normal,Unisex,USA
Super Highlighter,Yves Saint Laurent,Makeup Remover,Occasional,141.56,5,8957,Oily,Unisex,South Korea
Divine Foundation,Becca,Moisturizer,Occasional,11.59,4.2,8492,Dry,Male,South Korea
Ultra Setting Spray,Urban Decay,Foundation,Daily,112.79,3.3,2509,Combination,Female,South Korea
Perfect Concealer,Morphe,Mascara,Daily,54.79,4.3,6843,Normal,Female,Italy
Super Face Oil,Danessa Myricks,Moisturizer,Monthly,33.76,3.1,6843,Sensitive,Male,France
Divine BB Cream,Perricone MD,CC Cream,Occasional,14.38,1.5,2838,Combination,Unisex,USA
Ultra Moisturizer,KVD Beauty,Foundation,Occasional,16.1,1.7,6859,Dry,Male,South Korea
Super Face Oil,Yves Saint Laurent,Mascara,Daily,43.91,2.2,960,Dry,Male,UK
Divine Lip Liner,Milk Makeup,CC Cream,Occasional,111.11,3.2,1499,Sensitive,Male,Italy
Divine Lip Liner,Danessa Myricks,Lip Liner,Monthly,63.02,2,1918,Oily,Male,South Korea
Perfect Highlighter,Charlotte Tilbury,Primer,Daily,42.8,2.8,6777,Oily,Male,UK
Magic Blush,Glossier,Bronzer,Weekly,24.91,2.9,8190,Sensitive,Male,Australia
Super Highlighter,Bourjois,Exfoliator,Occasional,95.93,1.9,6203,Normal,Female,Italy
Ultra Blush,Bobby Brown,Makeup Remover,Monthly,108.56,4.2,3024,Oily,Male,South Korea
Perfect Face Mask,Tarte,Eyeliner,Daily,103.61,4.7,4377,Normal,Unisex,South Korea
Ultra CC Cream,Glossier,Setting Spray,Monthly,57.53,4.5,2370,Normal,Unisex,Australia
Divine Lipstick,Natasha Denona,Lip Liner,Occasional,66.53,4,9039,Normal,Male,Australia
Divine Face Mask,Pat McGrath Labs,Exfoliator,Daily,90.31,4.1,3887,Oily,Male,Italy
Super Face Mask,Bourjois,BB Cream,Daily,89.98,4.6,814,Normal,Male,Japan
Super Powder,NARS,Moisturizer,Weekly,43.7,2,9885,Sensitive,Female,France
Divine Makeup Remover,RMS Beauty,Eyeliner,Weekly,30.7,3.3,1003,Oily,Unisex,Italy
Ultra Concealer,Kylie Cosmetics,Moisturizer,Monthly,97.36,2.3,7408,Combination,Male,Australia
Perfect Serum,Milk Makeup,Highlighter,Occasional,25.39,2.6,3503,Oily,Female,South Korea
Divine Serum,Natasha Denona,Contour,Occasional,142.55,1.9,3111,Dry,Unisex,UK
Ultra Mascara,Farsali,Lip Gloss,Weekly,48.89,2.7,3328,Combination,Male,France
Magic Highlighter,Fenty Beauty,Highlighter,Monthly,97.79,1.2,8948,Combination,Female,USA
Divine Blush,Patrick Ta,Makeup Remover,Daily,69.24,3.5,5546,Normal,Male,Italy
Perfect Bronzer,Milk Makeup,Face Oil,Occasional,65.12,2.4,4388,Oily,Female,Australia
Perfect BB Cream,Clinique,Face Mask,Occasional,92.49,1.4,2041,Normal,Unisex,France
Magic Concealer,Kylie Cosmetics,Makeup Remover,Daily,29.27,4,971,Dry,Unisex,South Korea
Magic Mascara,Kiehl’s,Face Oil,Weekly,68.62,1.6,9833,Normal,Unisex,South Korea
Divine Setting Spray,IT Cosmetics,Lipstick,Monthly,99.49,2.9,2521,Combination,Female,Japan
Ultra Cleanser,Too Faced,Powder,Monthly,16.37,4.7,94,Normal,Unisex,USA
Magic Bronzer,Laura Mercier,BB Cream,Monthly,96.38,3.3,8718,Normal,Male,Japan
Magic Makeup Remover,Shiseido,Setting Spray,Occasional,61.46,1.3,6340,Combination,Male,USA
Magic Lip Gloss,E.l.f.,Powder,Occasional,122.96,4.8,9340,Dry,Male,France
Ultra Lipstick,Danessa Myricks,Eyeliner,Daily,66.14,4.4,7049,Normal,Female,USA
Ultra Eye Shadow,Glossier,Lipstick,Occasional,97.72,2.3,6131,Dry,Female,Italy
Divine Lip Gloss,Laura Mercier,Lip Liner,Daily,149.93,3.6,5123,Combination,Unisex,South Korea
Super Lipstick,Pat McGrath Labs,Cleanser,Weekly,127.29,4.7,2266,Dry,Female,Japan
Divine Makeup Remover,Kylie Cosmetics,Moisturizer,Monthly,30.21,2.1,5489,Oily,Female,South Korea
Divine Contour,Urban Decay,Face Mask,Monthly,15.71,2.2,5653,Combination,Male,Japan
Perfect Exfoliator,Juvia’s Place,Eye Shadow,Daily,50.78,4.6,920,Normal,Unisex,UK
Ultra Moisturizer,E.l.f.,Blush,Occasional,114.24,1.4,961,Sensitive,Female,Germany
Perfect Face Mask,Laura Mercier,Lipstick,Weekly,69.9,4,9286,Oily,Unisex,South Korea
Divine Lipstick,ColourPop,Lip Gloss,Daily,99.36,1.3,6809,Normal,Female,France
Divine Powder,Drunk Elephant,Lip Gloss,Weekly,102.02,2.6,9806,Normal,Male,Japan
Magic Contour,Charlotte Tilbury,Concealer,Occasional,77.23,4.1,796,Sensitive,Female,USA
Ultra Eye Shadow,Glossier,Lip Liner,Occasional,93.23,3.9,3402,Combination,Female,Australia
Magic Eyeliner,Becca,Concealer,Daily,94.38,3.6,7647,Combination,Male,UK
Magic Concealer,Bite Beauty,Cleanser,Daily,34.06,2.1,9930,Normal,Unisex,South Korea
Super Concealer,Juvia’s Place,Face Oil,Monthly,148.14,4.5,4749,Normal,Male,Italy
Divine Lipstick,Shiseido,Bronzer,Monthly,23.86,3.5,7470,Dry,Female,Australia
Magic Face Oil,Bobby Brown,Bronzer,Monthly,86.85,3.4,845,Sensitive,Female,Italy
Ultra Powder,Urban Decay,Blush,Occasional,109.19,2.3,5592,Sensitive,Male,South Korea
Perfect Exfoliator,Milk Makeup,Moisturizer,Daily,43.56,4.5,3614,Sensitive,Unisex,Italy
Magic Lip Gloss,Laura Mercier,Lipstick,Occasional,39.46,2.2,2382,Combination,Female,Germany
Perfect Serum,Yves Saint Laurent,Setting Spray,Weekly,45.71,3.6,1155,Dry,Female,Italy
Magic Concealer,Patrick Ta,Contour,Daily,149.43,2.2,8647,Sensitive,Male,Italy
Super Moisturizer,Fenty Beauty,Face Oil,Occasional,55.92,1.2,2764,Dry,Unisex,South Korea
Super Concealer,Bobby Brown,Cleanser,Daily,129.68,4.1,3820,Normal,Male,USA
Super BB Cream,Bite Beauty,Face Mask,Weekly,33.88,4.6,2417,Sensitive,Male,Japan
Super Eye Shadow,Make Up For Ever,Exfoliator,Weekly,81.45,1.6,8686,Dry,Female,Italy
Super Exfoliator,Danessa Myricks,Blush,Daily,147.61,1.2,1075,Dry,Female,UK
Ultra Foundation,Kylie Cosmetics,Face Mask,Occasional,107.06,4.4,1168,Sensitive,Female,Japan
Divine Exfoliator,Sisley,Cleanser,Occasional,98.14,4.5,271,Sensitive,Female,Italy
Perfect Eye Shadow,Fenty Beauty,Eye Shadow,Monthly,121.31,2.9,9280,Normal,Unisex,South Korea
Ultra Exfoliator,ColourPop,Serum,Occasional,128.43,1,1261,Normal,Unisex,Italy
Magic Cleanser,Becca,Concealer,Daily,98.04,3.9,6353,Combination,Male,France
Magic Lip Liner,Milk Makeup,Mascara,Occasional,121.18,3.7,7439,Normal,Unisex,Japan
Ultra Cleanser,KVD Beauty,Concealer,Occasional,138.55,3.2,9997,Oily,Female,USA
Super Contour,Bobby Brown,Makeup Remover,Daily,33.9,4.8,7685,Dry,Female,USA
Perfect Face Oil,IT Cosmetics,Lip Liner,Weekly,80.45,1.9,8307,Normal,Female,USA
Perfect Contour,Yves Saint Laurent,Primer,Occasional,20.65,3.5,8045,Combination,Unisex,Australia
Divine Bronzer,Bite Beauty,Blush,Monthly,37.78,3.5,9725,Combination,Unisex,UK
Divine Powder,NARS,Makeup Remover,Monthly,21.54,1.6,4286,Dry,Unisex,France
Ultra Powder,Morphe,Primer,Monthly,65.09,1.8,483,Dry,Female,Germany
Ultra Serum,Charlotte Tilbury,Concealer,Monthly,97.74,2.6,8719,Combination,Unisex,Italy
Ultra Eyeliner,Farsali,Foundation,Occasional,143.36,2.6,2509,Oily,Female,Germany
Perfect Serum,Yves Saint Laurent,Bronzer,Weekly,89.81,1,9943,Sensitive,Unisex,UK
Super Blush,Morphe,Serum,Monthly,87.43,3.6,9452,Sensitive,Male,Italy
Perfect Makeup Remover,Too Faced,Serum,Monthly,86.21,1.7,4765,Normal,Male,UK
Divine Primer,Patrick Ta,BB Cream,Weekly,125.45,4.2,4773,Dry,Unisex,Japan
Ultra Makeup Remover,Patrick Ta,Makeup Remover,Daily,34.15,1,1815,Dry,Male,USA
Super Setting Spray,Becca,Contour,Monthly,69.29,3.2,4237,Oily,Male,Japan
Divine Powder,Perricone MD,Face Oil,Weekly,94.78,1.7,5533,Normal,Female,France
Divine Concealer,Kylie Cosmetics,Mascara,Monthly,42.33,3.9,1842,Sensitive,Unisex,Japan
Ultra Lip Gloss,Shiseido,Cleanser,Monthly,110.36,4.9,2455,Sensitive,Female,South Korea
Super Blush,Drunk Elephant,Makeup Remover,Weekly,41.49,2.6,6116,Combination,Female,Australia
Perfect Primer,Fenty Beauty,Primer,Monthly,82.53,3.2,9436,Normal,Female,France
Magic Blush,Anastasia Beverly Hills,Setting Spray,Weekly,147.3,3,963,Dry,Unisex,Japan
Ultra Lip Gloss,Tatcha,Powder,Weekly,83.86,2.1,8817,Normal,Unisex,France
Ultra Contour,Sisley,Exfoliator,Weekly,87.19,2.8,67,Dry,Male,South Korea
Divine Makeup Remover,Rare Beauty,BB Cream,Occasional,93.01,1.5,8928,Oily,Female,UK
Ultra Mascara,Anastasia Beverly Hills,Lip Liner,Monthly,27.67,4.6,660,Oily,Unisex,Japan
Magic Bronzer,Tatcha,Foundation,Weekly,145.26,4.9,8816,Dry,Female,Australia
Ultra Concealer,ColourPop,Face Oil,Occasional,138.96,2.4,2324,Dry,Male,Italy
Magic Bronzer,Rare Beauty,Setting Spray,Daily,48.02,2.4,5441,Sensitive,Female,Australia
Divine Concealer,Yves Saint Laurent,Primer,Occasional,66.75,3.5,5470,Combination,Male,Japan
Perfect Makeup Remover,Kiehl’s,Bronzer,Weekly,70.82,3.6,4861,Sensitive,Unisex,UK
Divine Lip Liner,Make Up For Ever,Contour,Weekly,78.61,3.2,3664,Dry,Unisex,Australia
Super Primer,Kylie Cosmetics,Face Mask,Monthly,99.31,3.2,8505,Normal,Unisex,USA
Super Eye Shadow,Tatcha,BB Cream,Monthly,46.91,4.1,7746,Sensitive,Unisex,Italy
Super Face Mask,Farsali,Cleanser,Monthly,83.11,3.6,697,Normal,Unisex,Australia
Magic Eyeliner,NARS,Blush,Weekly,65.66,4.6,3392,Oily,Unisex,France
Ultra CC Cream,Bite Beauty,Concealer,Daily,139,5,8317,Combination,Female,Japan
Perfect Face Mask,Natasha Denona,Concealer,Monthly,79.87,2.2,3783,Sensitive,Unisex,Japan
Perfect Exfoliator,Kylie Cosmetics,Moisturizer,Weekly,29.67,2.7,2128,Dry,Female,France
Super Face Oil,Farsali,Foundation,Occasional,61.25,1.2,2026,Combination,Female,USA
Perfect Face Mask,Charlotte Tilbury,CC Cream,Daily,26.61,4.9,8961,Oily,Male,Italy
Divine Mascara,Milk Makeup,Mascara,Occasional,87.27,2.5,213,Sensitive,Unisex,Germany
Perfect Bronzer,Laura Mercier,Makeup Remover,Daily,127.01,3.9,3968,Sensitive,Male,Italy
Super Foundation,NARS,Foundation,Daily,97.53,4.3,2499,Normal,Female,Australia
Ultra Highlighter,IT Cosmetics,Primer,Weekly,119.86,1.8,5175,Normal,Unisex,South Korea
Ultra Powder,Sisley,Lip Liner,Monthly,28.26,3.9,9271,Oily,Male,Australia
Super Lip Gloss,IT Cosmetics,Bronzer,Weekly,122.45,1.7,4021,Sensitive,Male,UK
Divine Eye Shadow,NARS,Eye Shadow,Weekly,47.75,2.5,6978,Dry,Unisex,Japan
Magic Highlighter,Tatcha,Serum,Weekly,28.37,2.9,8828,Normal,Unisex,UK
Super Highlighter,Clinique,Lip Gloss,Occasional,106.86,1.5,3184,Normal,Male,UK
Divine Setting Spray,Farsali,Foundation,Monthly,55.49,1.9,2574,Combination,Unisex,UK
Magic BB Cream,E.l.f.,Mascara,Monthly,16.4,3.8,9712,Dry,Male,Italy
Perfect Foundation,ColourPop,Serum,Occasional,72.78,3.3,2107,Dry,Female,Australia
Divine Highlighter,Tatcha,Blush,Occasional,81.24,3.9,2154,Normal,Unisex,South Korea
Ultra Eyeliner,Bite Beauty,Moisturizer,Weekly,103.16,2.9,8778,Normal,Unisex,Japan
Divine Face Mask,Urban Decay,Eye Shadow,Monthly,126.3,1.5,9692,Sensitive,Female,Germany
Divine Makeup Remover,NARS,Eye Shadow,Daily,33.71,4,1817,Dry,Unisex,Japan
Ultra Foundation,NARS,Lipstick,Daily,96.81,2.9,2389,Combination,Unisex,USA
Super Powder,Juvia’s Place,Contour,Monthly,108.25,1.1,1222,Sensitive,Unisex,Italy
Ultra Highlighter,Kylie Cosmetics,Blush,Monthly,48.13,4.8,4317,Dry,Unisex,UK
Divine Lipstick,Urban Decay,Powder,Monthly,48.95,1.4,5669,Sensitive,Unisex,Japan
Divine Makeup Remover,Pat McGrath Labs,Serum,Occasional,34.56,2.5,8241,Oily,Unisex,Italy
Super Contour,Shiseido,Face Oil,Monthly,135.28,2.7,4942,Normal,Unisex,France
Divine Bronzer,Huda Beauty,CC Cream,Weekly,15.28,2.9,7022,Oily,Female,Italy
Ultra Serum,Morphe,Highlighter,Occasional,39.35,4.9,2565,Combination,Female,USA
Ultra Cleanser,Bobby Brown,Highlighter,Occasional,90.12,4.7,262,Dry,Male,Australia
Divine Moisturizer,Fenty Beauty,Face Oil,Daily,106.07,3.2,3222,Normal,Male,USA
Perfect Moisturizer,Anastasia Beverly Hills,Moisturizer,Daily,35.87,2,8805,Sensitive,Unisex,UK
Perfect CC Cream,Tatcha,Contour,Monthly,137.27,4.8,3982,Dry,Male,South Korea
Divine Face Oil,KVD Beauty,Contour,Weekly,28.7,2.1,9170,Sensitive,Unisex,Japan
Perfect Eye Shadow,Rare Beauty,Serum,Monthly,23.41,3.6,2937,Combination,Female,South Korea
Perfect Lip Gloss,Perricone MD,Makeup Remover,Monthly,102.79,1.5,6675,Dry,Unisex,France
Divine Bronzer,Sisley,Lip Gloss,Daily,21.23,1.3,5530,Sensitive,Female,UK
Divine Exfoliator,NARS,Concealer,Monthly,78.78,2.3,9604,Sensitive,Female,Germany
Super Setting Spray,Juvia’s Place,Lip Liner,Occasional,18.32,1.4,6825,Combination,Female,UK
Super Lip Gloss,Juvia’s Place,Moisturizer,Monthly,29.78,1.1,1344,Dry,Unisex,France
Magic Face Oil,RMS Beauty,Lip Gloss,Weekly,111.74,4.3,9428,Normal,Female,Italy
Ultra Bronzer,Pat McGrath Labs,Bronzer,Weekly,101.66,2.5,5619,Sensitive,Male,USA
Perfect CC Cream,NARS,Lip Gloss,Daily,56,4.9,6267,Normal,Female,Italy
Ultra Lip Gloss,Farsali,Blush,Daily,33.81,2.4,4592,Combination,Male,Australia
Magic Lip Gloss,Kiehl’s,Contour,Monthly,139.55,2.3,5280,Sensitive,Male,Japan
Perfect Lip Liner,Ilia Beauty,Blush,Weekly,99.68,2.6,4736,Normal,Female,Australia
Ultra Contour,Danessa Myricks,Mascara,Occasional,112.29,3.5,7816,Oily,Male,Italy
Magic Lip Liner,Glossier,Primer,Occasional,128.69,4.6,7698,Sensitive,Female,Japan
Magic Mascara,Too Faced,Eyeliner,Weekly,64.83,4.4,5268,Combination,Female,Japan
Divine Contour,Kylie Cosmetics,Powder,Monthly,35.07,4.3,411,Oily,Male,France
Divine Lip Liner,KVD Beauty,Moisturizer,Weekly,68.5,4.6,4761,Combination,Female,South Korea
Ultra Concealer,E.l.f.,Eye Shadow,Occasional,116.52,1.2,9179,Normal,Female,South Korea
Divine Bronzer,Milk Makeup,Lipstick,Occasional,119.8,2.7,204,Combination,Unisex,South Korea
Ultra Face Mask,Morphe,Cleanser,Daily,85.54,2.3,4741,Sensitive,Female,Italy
Ultra Face Mask,Shiseido,Cleanser,Occasional,72.33,3.6,9237,Dry,Female,Italy
Super Lip Gloss,Anastasia Beverly Hills,Contour,Daily,22.29,4.1,4401,Combination,Unisex,UK
Super Face Mask,RMS Beauty,Lipstick,Weekly,97.53,2.4,8111,Normal,Male,Italy
Ultra Cleanser,Kylie Cosmetics,Moisturizer,Weekly,138.4,3,6958,Combination,Male,Australia
Perfect Face Mask,Tarte,Setting Spray,Monthly,144.28,1.8,5219,Sensitive,Female,France
Perfect Makeup Remover,E.l.f.,Serum,Weekly,133.23,1.1,2413,Oily,Male,USA
Divine Contour,Farsali,Cleanser,Occasional,93.18,1,3505,Normal,Unisex,USA
Super Mascara,Bourjois,Primer,Weekly,110.67,1.3,9361,Oily,Female,France
Magic Face Oil,ColourPop,Contour,Daily,116.42,4,4917,Oily,Unisex,France
Super Exfoliator,Shiseido,Cleanser,Weekly,147.69,4.5,4697,Combination,Male,Italy
Ultra Highlighter,Becca,Setting Spray,Occasional,116.02,2.4,1247,Normal,Unisex,Germany
Perfect Setting Spray,ColourPop,Moisturizer,Occasional,81.34,4.1,9626,Oily,Male,France
Ultra Blush,Make Up For Ever,Foundation,Occasional,126.69,1.6,3402,Oily,Male,Japan
Divine Contour,Milk Makeup,Primer,Monthly,47.64,4.3,9144,Oily,Female,Japan
Perfect Bronzer,Laura Mercier,Powder,Daily,129.56,3.7,2598,Sensitive,Male,Australia
Divine Makeup Remover,Juvia’s Place,Lipstick,Daily,116.05,4.9,5804,Combination,Unisex,South Korea
Ultra Mascara,Morphe,Lip Gloss,Occasional,69.58,4.6,8364,Sensitive,Female,Australia
Ultra CC Cream,Kiehl’s,Lip Liner,Occasional,33.02,3.6,2150,Dry,Unisex,USA
Super Moisturizer,NARS,Serum,Daily,65.03,3,4400,Sensitive,Male,Italy
Perfect Lip Gloss,Tarte,Setting Spray,Weekly,22.96,4.4,8936,Combination,Unisex,USA
Divine Powder,Sisley,Setting Spray,Daily,18.46,4.8,9269,Sensitive,Unisex,Australia
Divine Moisturizer,Bite Beauty,Face Mask,Weekly,30.06,4.1,9808,Sensitive,Unisex,USA
Ultra BB Cream,Natasha Denona,Bronzer,Monthly,52.73,1,3062,Normal,Male,Japan
Ultra Blush,Anastasia Beverly Hills,Foundation,Monthly,71.73,2.1,7881,Normal,Female,Japan
Divine Contour,Patrick Ta,Eyeliner,Weekly,103.53,1,6801,Oily,Female,USA
Ultra Face Mask,Morphe,Blush,Weekly,46.16,4.2,7672,Sensitive,Female,UK
Divine Lip Liner,Farsali,Powder,Daily,33.69,2.7,1437,Combination,Unisex,Germany
Perfect Highlighter,Drunk Elephant,Setting Spray,Monthly,30.41,3,9039,Oily,Unisex,France
Magic Primer,Hourglass,Blush,Daily,23.82,4.9,3107,Normal,Female,Japan
Super BB Cream,Patrick Ta,Eye Shadow,Monthly,25.59,3.1,1366,Normal,Female,UK
Ultra Eyeliner,Hourglass,Concealer,Monthly,49.87,1.7,1767,Normal,Male,South Korea
Super Lip Gloss,Kylie Cosmetics,Face Mask,Occasional,35.22,3.7,7267,Normal,Female,Australia
Super Moisturizer,Bite Beauty,Eye Shadow,Weekly,31.9,4.3,8438,Oily,Male,South Korea
Perfect Powder,Danessa Myricks,Powder,Occasional,23.14,4.4,8558,Normal,Unisex,South Korea
Divine Exfoliator,NARS,Blush,Weekly,108.61,2.6,6667,Normal,Male,Japan
Ultra Face Oil,Glossier,Bronzer,Weekly,134.59,1.2,6813,Oily,Male,USA
Super Powder,Bobby Brown,Makeup Remover,Daily,93.12,2.2,5880,Dry,Female,France
Magic Makeup Remover,Bobby Brown,Cleanser,Daily,138.67,1.9,2935,Sensitive,Male,Germany
Perfect Primer,Huda Beauty,Concealer,Weekly,46.46,4.6,8213,Dry,Male,USA
Divine Mascara,Perricone MD,Setting Spray,Monthly,47.23,4,5226,Dry,Male,Japan
Super Eyeliner,Shiseido,Cleanser,Occasional,63.03,2,2427,Normal,Male,Australia
Ultra Lipstick,Farsali,Face Mask,Monthly,88.4,1.6,2487,Dry,Unisex,Germany
Super Contour,Huda Beauty,Blush,Weekly,66.52,3.7,1553,Normal,Unisex,UK
Perfect Face Oil,Tarte,Eye Shadow,Monthly,63.56,5,8193,Combination,Female,South Korea
Super CC Cream,Hourglass,Contour,Weekly,59.64,4.1,9702,Normal,Unisex,France
Perfect Highlighter,IT Cosmetics,Face Mask,Daily,133.98,4.6,3082,Dry,Male,Germany
Ultra BB Cream,Shiseido,Cleanser,Monthly,112.13,4.1,1006,Combination,Male,Germany
Magic Mascara,ColourPop,Foundation,Weekly,90.81,2.7,7987,Sensitive,Male,Australia
Super CC Cream,Tarte,Makeup Remover,Occasional,116.42,2.4,2590,Normal,Female,France
Super Lip Gloss,Anastasia Beverly Hills,Makeup Remover,Occasional,109.54,3.7,3611,Normal,Male,USA
Ultra Powder,Tarte,Exfoliator,Monthly,135.15,3,3153,Combination,Unisex,Japan
Divine Eye Shadow,Fenty Beauty,Contour,Weekly,55.68,1.5,5905,Sensitive,Male,South Korea
Magic Contour,Danessa Myricks,Setting Spray,Occasional,129.43,5,1534,Sensitive,Unisex,USA
